datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,date,time,am_pm,month,day,year
8/7/2019 13:28,Wed,17600,,1,,,,2,,,,,,,,,1,,,,,,,,,,8/7/2019,1:28:00,PM,8,7,2019
8/7/2019 13:33,Wed,19500,,,3,,,,,,,2,,,,,,,,,,,,,,,8/7/2019,1:33:00,PM,8,7,2019
8/7/2019 13:59,Wed,14800,,1,,,2,,,,,,,,,,,,,,,,,,,,8/7/2019,1:59:00,PM,8,7,2019
8/7/2019 14:05,Wed,15000,,,1,1,,1,,,,,,,,,,,,,1,,,,,,8/7/2019,2:05:00,PM,8,7,2019
8/7/2019 14:06,Wed,14100,,2,,,,,,,,,,,,,,,,,,1,,,,,8/7/2019,2:06:00,PM,8,7,2019
8/7/2019 14:50,Wed,23800,,1,1,,,,1,1,,,,,,1,,,,,,,,,,,8/7/2019,2:50:00,PM,8,7,2019
8/8/2019 11:07,Thur,16100,,2,1,,,,,,,,,,,,,,,,,,,,,,8/8/2019,11:07:00,AM,8,8,2019
8/8/2019 11:09,Thur,16400,,3,,,,,,,,,,,,,,,,,,,,,,,8/8/2019,11:09:00,AM,8,8,2019
8/8/2019 11:22,Thur,20300,,1,,,,,,,,,,,,,,1,,,2,,,,,,8/8/2019,11:22:00,AM,8,8,2019
8/8/2019 12:03,Thur,16500,,,1,1,,,,1,,,,,,,,,,,,1,,,,,8/8/2019,12:03:00,PM,8,8,2019
8/8/2019 12:13,Thur,15100,,2,,,,,,,,1,,,,,,,,,,,,,,,8/8/2019,12:13:00,PM,8,8,2019
8/8/2019 12:39,Thur,15300,,1,1,,,,,,,,,,,,,,,,,2,,,,,8/8/2019,12:39:00,PM,8,8,2019
8/8/2019 12:56,Thur,16000,,,1,,,1,,,,,,,,,,1,,,,1,,,,,8/8/2019,12:56:00,PM,8,8,2019
8/8/2019 13:22,Thur,15800,,1,,,,,,1,,,,,,,,,,,,,1,,,,8/8/2019,1:22:00,PM,8,8,2019
8/8/2019 13:26,Thur,17300,,1,,,,1,,,,2,,,,,,,,,,,,,,,8/8/2019,1:26:00,PM,8,8,2019
8/8/2019 13:36,Thur,33200,,2,,,,,,2,,,,,,,2,,,,,2,,,,,8/8/2019,1:36:00,PM,8,8,2019
8/8/2019 13:55,Thur,22300,,,,,1,1,1,,,,,,,,1,1,,,,,,,,,8/8/2019,1:55:00,PM,8,8,2019
8/8/2019 13:57,Thur,32400,,3,,,,2,,,,,,,,,,,,,2,,,,,,8/8/2019,1:57:00,PM,8,8,2019
8/8/2019 14:11,Thur,16100,,2,,,,,,,,,,,,,,1,,,,,,,,,8/8/2019,2:11:00,PM,8,8,2019
8/8/2019 14:52,Thur,17000,,,1,2,1,,,,,,,,,,,,,,1,,,,,,8/8/2019,2:52:00,PM,8,8,2019
8/8/2019 14:58,Thur,20500,,,1,2,,,,,,,,,,,,,,,,3,1,,,,8/8/2019,2:58:00,PM,8,8,2019
8/9/2019 11:34,Fri,17000,,,,,,2,,,,1,,,,,,,,,1,,,,,,8/9/2019,11:34:00,AM,8,9,2019
8/9/2019 12:31,Fri,18600,,1,,,,1,,,,,,,,1,1,,,,,,,,,,8/9/2019,12:31:00,PM,8,9,2019
8/9/2019 15:22,Fri,26000,,5,,,,,,,,,,,,,,,,,,,,,,,8/9/2019,3:22:00,PM,8,9,2019
8/9/2019 15:22,Fri,35800,,6,,,,2,,,,,,,,,,,,,,,,,,,8/9/2019,3:22:00,PM,8,9,2019
8/9/2019 15:30,Fri,15100,,1,,,,,,,,,,,,,1,,,,,,1,,,,8/9/2019,3:30:00,PM,8,9,2019
8/10/2019 11:01,Sat,19600,,2,,,,,,1,,1,,,,,,,,,,,,,,,8/10/2019,11:01:00,AM,8,10,2019
8/10/2019 11:02,Sat,15300,,1,,,1,,,,,,,,,,,1,,,,,,,,,8/10/2019,11:02:00,AM,8,10,2019
8/10/2019 11:03,Sat,19100,,1,,,,,,,,1,,,,,1,1,,,,1,,,,,8/10/2019,11:03:00,AM,8,10,2019
8/10/2019 11:05,Sat,28600,,2,1,,,,,1,,,,,,,,1,,,1,,,,,,8/10/2019,11:05:00,AM,8,10,2019
8/10/2019 11:09,Sat,17300,,1,,,,1,,,,2,,,,,,,,,,,,,,,8/10/2019,11:09:00,AM,8,10,2019
8/10/2019 11:27,Sat,36800,,1,1,,,1,,,,1,1,,,,,1,,,,2,1,,,,8/10/2019,11:27:00,AM,8,10,2019
8/10/2019 11:38,Sat,25300,,1,1,,,1,,1,,,,,,,,,,,,1,,,,,8/10/2019,11:38:00,AM,8,10,2019
8/10/2019 12:17,Sat,46200,,4,,,,,,,,2,1,,,,,2,,,1,,,,,,8/10/2019,12:17:00,PM,8,10,2019
8/10/2019 13:09,Sat,30200,,4,,,,,,2,,,,,,,,,,,,,,,,,8/10/2019,1:09:00,PM,8,10,2019
8/10/2019 13:15,Sat,16600,,1,,,,1,,,,,,,,,1,,,,,1,,,,,8/10/2019,1:15:00,PM,8,10,2019
8/10/2019 13:22,Sat,21200,,4,,,,,,,,,,,,,,,,,,,,,,,8/10/2019,1:22:00,PM,8,10,2019
8/10/2019 13:31,Sat,24400,,3,,,,1,,1,,,,,,,,,,,,,,,,,8/10/2019,1:31:00,PM,8,10,2019
8/11/2019 11:01,Sun,21800,,1,1,,,1,,,,1,,,,,,1,,,,,,,,,8/11/2019,11:01:00,AM,8,11,2019
8/11/2019 11:02,Sun,16800,,1,,,1,,,,,1,,,,,,,,,,1,,,,,8/11/2019,11:02:00,AM,8,11,2019
8/11/2019 11:03,Sun,16000,,,,,,1,,,,1,,,,,,,,,1,1,,,,,8/11/2019,11:03:00,AM,8,11,2019
8/11/2019 11:08,Sun,22800,,1,,,,,,1,,,,,,,,1,,,1,1,,,,,8/11/2019,11:08:00,AM,8,11,2019
8/11/2019 11:08,Sun,17800,,1,,,1,,,1,,,,,,,,,,,,1,,,,,8/11/2019,11:08:00,AM,8,11,2019
8/11/2019 11:37,Sun,15800,,1,,,,,,,,,,,,,,1,,,,,1,,,,8/11/2019,11:37:00,AM,8,11,2019
8/11/2019 11:40,Sun,38900,,3,,,,2,,1,,2,1,,,,,,,,,,,,,,8/11/2019,11:40:00,AM,8,11,2019
8/11/2019 11:46,Sun,19600,,2,1,,,,,,,,1,,,,,,,,,,,,,,8/11/2019,11:46:00,AM,8,11,2019
8/11/2019 11:50,Sun,15300,,1,1,1,,,,,,1,,,,,,,,,,,,,,,8/11/2019,11:50:00,AM,8,11,2019
8/11/2019 11:58,Sun,27900,,3,1,,,,,,,1,,,,,,,,,1,,,,,,8/11/2019,11:58:00,AM,8,11,2019
8/11/2019 12:58,Sun,15800,,1,,,,,1,,,,,,,,,1,,,,,,,,,8/11/2019,12:58:00,PM,8,11,2019
8/11/2019 13:14,Sun,19300,,1,,,,,,,,1,,,,,,1,,,,,,1,,,8/11/2019,1:14:00,PM,8,11,2019
8/11/2019 13:21,Sun,23100,,2,,,,,,,,,,,,,,1,,,,1,,,1,,8/11/2019,1:21:00,PM,8,11,2019
8/11/2019 13:27,Sun,17300,,1,,,,,1,,,1,,,,,,,,,,1,,,,,8/11/2019,1:27:00,PM,8,11,2019
8/12/2019 11:05,Mon,28400,,2,,,,1,,,,2,,,,,1,,,,,1,,,,,8/12/2019,11:05:00,AM,8,12,2019
8/12/2019 11:08,Mon,20800,,1,,,,1,,1,,,,,,,,,,,,,,,,,8/12/2019,11:08:00,AM,8,12,2019
8/12/2019 11:48,Mon,16300,,1,1,,,1,,,,,,,,,,,,,,1,,,,,8/12/2019,11:48:00,AM,8,12,2019
8/12/2019 12:39,Mon,24300,?? 3?,1,2,,,3,,,,,,,,,,,,,,,,,,,8/12/2019,12:39:00,PM,8,12,2019
8/12/2019 12:41,Mon,15800,?? 3?,1,,,,,,,,,,,,,,1,,,1,,,,,,8/12/2019,12:41:00,PM,8,12,2019
8/12/2019 12:48,Mon,14800,?? 1?,1,,,,,1,,,1,,,,,,,,,,,,,,,8/12/2019,12:48:00,PM,8,12,2019
8/12/2019 12:53,Mon,16300,?? 1?,1,,,,,,,,,1,,,,,,,,,2,,,,,8/12/2019,12:53:00,PM,8,12,2019
8/12/2019 13:27,Mon,18300,?? 2?,1,1,,,,,,,1,1,,,,,,,,,,,,,,8/12/2019,1:27:00,PM,8,12,2019
8/12/2019 13:56,Mon,19100,???,2,,,1,1,,,,,,,,,,,,,,,,,,,8/12/2019,1:56:00,PM,8,12,2019
8/12/2019 14:08,Mon,32100,?? 1?,1,,,2,,,,,,,,,,1,1,,,,,1,,1,,8/12/2019,2:08:00,PM,8,12,2019
8/12/2019 15:01,Mon,26000,???,5,,,,,,,,,,,,,,,,,,,,,,,8/12/2019,3:01:00,PM,8,12,2019
8/14/2019 11:03,Wed,41200,???,4,1,1,,2,,,,1,,,,,,1,,,,,,,,,8/14/2019,11:03:00,AM,8,14,2019
8/14/2019 11:03,Wed,17800,??,1,1,1,,1,,,,,,,,,,,,,,1,,,,,8/14/2019,11:03:00,AM,8,14,2019
8/14/2019 11:04,Wed,18300,?? 3?,1,,,,,,,,,1,,,,,1,,,,1,,,,,8/14/2019,11:04:00,AM,8,14,2019
8/14/2019 11:07,Wed,17300,??,1,,,,1,,,,,1,,,,,,,,,1,,,,,8/14/2019,11:07:00,AM,8,14,2019
8/14/2019 11:16,Wed,65600,???,6,1,,,,,1,,1,,,,,1,2,,,,,,,,,8/14/2019,11:16:00,AM,8,14,2019
8/14/2019 11:22,Wed,29000,??,,,,1,3,,,,1,1,,,,,,,,,,1,,,,8/14/2019,11:22:00,AM,8,14,2019
8/14/2019 11:25,Wed,27300,?? 1?,1,1,1,1,1,,,,1,,,,,,,,1,,,,,,,8/14/2019,11:25:00,AM,8,14,2019
8/14/2019 11:31,Wed,22300,???,1,1,,,1,,,1,,1,,,,,,,,,,,,,,8/14/2019,11:31:00,AM,8,14,2019
8/14/2019 11:41,Wed,14300,??,1,,,1,1,,,,,,,,,,,,,,,,,,,8/14/2019,11:41:00,AM,8,14,2019
8/14/2019 12:15,Wed,16400,?? 3?,3,,,,,,,,,,,,,,,,,,,,,,,8/14/2019,12:15:00,PM,8,14,2019
8/15/2019 11:03,Thur,24100,?? 3?,2,1,,,,1,1,,,,,,,,,,,,,,,,,8/15/2019,11:03:00,AM,8,15,2019
8/15/2019 11:06,Thur,17300,???,1,1,,,,,1,,,,,,,,,,,,1,,,,,8/15/2019,11:06:00,AM,8,15,2019
8/15/2019 11:15,Thur,16100,????,2,,,,1,,,,,,,,,,,,,,,,,,,8/15/2019,11:15:00,AM,8,15,2019
8/15/2019 11:23,Thur,22100,???,2,1,,,1,,,,,,,,,,,,,,,,,,,8/15/2019,11:23:00,AM,8,15,2019
8/15/2019 11:49,Thur,15100,???,1,,,,,,,,,,,,,1,,,,1,,,,,,8/15/2019,11:49:00,AM,8,15,2019
8/15/2019 11:50,Thur,58000,???,,,,,16,,,,,,,,,,,,,,,,,,,8/15/2019,11:50:00,AM,8,15,2019
8/15/2019 11:53,Thur,15000,?? 2?,,,,1,,,,,,,,,,,,,,1,,1,,,,8/15/2019,11:53:00,AM,8,15,2019
8/15/2019 12:00,Thur,18900,?? 1?,2,,,,,,,,1,,,,,1,,,,,,,,,,8/15/2019,12:00:00,PM,8,15,2019
8/15/2019 12:18,Thur,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,8/15/2019,12:18:00,PM,8,15,2019
8/16/2019 11:05,Fri,14800,?? 2?,1,,,,1,,,,,,,,,,1,,,,,,,,,8/16/2019,11:05:00,AM,8,16,2019
8/16/2019 11:54,Fri,17800,???,1,,,,,,1,1,,,,,,,,,,,1,,,,,8/16/2019,11:54:00,AM,8,16,2019
8/16/2019 11:54,Fri,15100,???,1,,,,,,,,1,,,,,,,,,,,,,,,8/16/2019,11:54:00,AM,8,16,2019
8/16/2019 12:07,Fri,14100,??,2,,,,,,,,,,,,,,,,,,1,,,,,8/16/2019,12:07:00,PM,8,16,2019
8/16/2019 12:49,Fri,18300,????,1,1,,,,,,,,,,,,,,,,,1,,1,,,8/16/2019,12:49:00,PM,8,16,2019
8/16/2019 13:27,Fri,15800,??,1,,,,,,,,,1,,,,,,,,1,,,,,,8/16/2019,1:27:00,PM,8,16,2019
8/17/2019 11:01,Sat,20100,??,2,1,1,,,,,,,,,,,,,,,,,,,,,8/17/2019,11:01:00,AM,8,17,2019
8/17/2019 11:03,Sat,18300,???,1,,,,1,1,,,1,,,,,,,,,,,,,,,8/17/2019,11:03:00,AM,8,17,2019
8/17/2019 11:17,Sat,24100,???,2,,,,,,,1,,,,,,,,,,,,,,,1,8/17/2019,11:17:00,AM,8,17,2019
8/17/2019 11:30,Sat,24300,??,1,,,1,,,1,,,,,,,,1,,,1,,,,,,8/17/2019,11:30:00,AM,8,17,2019
8/17/2019 12:29,Sat,14800,??,1,1,,,,,1,,,,,,,,,,,,,,,,,8/17/2019,12:29:00,PM,8,17,2019
8/17/2019 12:40,Sat,18800,?? 3?,1,,,1,,,,,1,,,,,,,,,,,1,,,,8/17/2019,12:40:00,PM,8,17,2019
8/17/2019 12:57,Sat,29600,??,2,1,2,,1,,,,1,1,,,,,,,,,,,,,,8/17/2019,12:57:00,PM,8,17,2019
8/17/2019 13:02,Sat,19800,???,1,1,1,,1,,,,,,,,,,1,,,,,,,,,8/17/2019,1:02:00,PM,8,17,2019
8/17/2019 13:19,Sat,20300,??,1,1,1,1,,,1,,,,,,,,,,,,,,,,,8/17/2019,1:19:00,PM,8,17,2019
8/17/2019 13:38,Sat,32600,?? 1?,2,1,1,,,,2,,1,,,,,,,,,,,,,,,8/17/2019,1:38:00,PM,8,17,2019
8/17/2019 14:07,Sat,19000,?? 1?,,,,,,,1,,,,,,,,,,,1,,,,,2,8/17/2019,2:07:00,PM,8,17,2019
8/18/2019 11:01,Sun,17300,?? 2?,1,,,,2,,,,1,,,,,,,,,,,,,,,8/18/2019,11:01:00,AM,8,18,2019
8/18/2019 11:06,Sun,36900,?? 2?,3,,,,2,,,,,1,,,,,2,,,,,,,,,8/18/2019,11:06:00,AM,8,18,2019
8/18/2019 11:09,Sun,26600,????,2,,,,,,1,,1,,,,,,,,,1,1,,,,,8/18/2019,11:09:00,AM,8,18,2019
8/18/2019 11:09,Sun,22800,?? 1?,1,,,,1,,,,1,1,,,,,1,,,,,,,,,8/18/2019,11:09:00,AM,8,18,2019
8/18/2019 11:23,Sun,17800,?? 3?,1,,,1,,,,,,,,,,,,,,1,1,,,,,8/18/2019,11:23:00,AM,8,18,2019
8/18/2019 11:27,Sun,14100,??,2,,,,,,,,,,,,,,,,,,1,,,,,8/18/2019,11:27:00,AM,8,18,2019
8/18/2019 12:04,Sun,20000,???,,,,,,,1,,,1,,,,,1,,,1,,,,,,8/18/2019,12:04:00,PM,8,18,2019
8/18/2019 12:22,Sun,15000,?? 2?,,1,1,,,,,,1,,,,,,1,,,,,,,,,8/18/2019,12:22:00,PM,8,18,2019
8/18/2019 12:24,Sun,16000,???,,,,,1,,,,1,1,,,,,,,,,1,,,,,8/18/2019,12:24:00,PM,8,18,2019
8/18/2019 12:50,Sun,23800,??,1,,,,,,1,,1,,,,,,1,,,1,,,,,,8/18/2019,12:50:00,PM,8,18,2019
8/18/2019 13:06,Sun,14300,??,1,,,,1,,,1,,,,,,,,,,,,,,,,8/18/2019,1:06:00,PM,8,18,2019
8/18/2019 13:29,Sun,14800,?? 2?,1,,,,1,,,,,,,,,,1,,,,,,,,,8/18/2019,1:29:00,PM,8,18,2019
8/18/2019 13:30,Sun,36100,?? 3?,2,,,1,2,,,,,,,,,,,,,,,3,,,,8/18/2019,1:30:00,PM,8,18,2019
8/18/2019 14:39,Sun,23000,?? 3?,,1,,,,1,1,1,,,,,,,,,,1,,,,,,8/18/2019,2:39:00,PM,8,18,2019
8/18/2019 12:40,Sun,16300,????,1,,,,,1,,1,,,,,,,,,,,,,,,,8/18/2019,12:40:00,PM,8,18,2019
8/19/2019 11:29,Mon,22800,??,1,,,2,1,,,,,1,,,,,,,,,,,,,,8/19/2019,11:29:00,AM,8,19,2019
8/19/2019 11:59,Mon,16800,???,1,1,,,,,,,,,,,,,,,,,1,,,,1,8/19/2019,11:59:00,AM,8,19,2019
8/19/2019 12:08,Mon,21300,????,1,,,,,,,,,1,,,,,1,,,1,,,,,,8/19/2019,12:08:00,PM,8,19,2019
8/19/2019 12:10,Mon,19300,?? 2?,1,1,,,,,,,,,,,,,1,,,1,,,,,,8/19/2019,12:10:00,PM,8,19,2019
8/19/2019 12:21,Mon,15800,?? 2?,1,1,1,,,,,1,,,,,,,1,,,1,,,,,,8/19/2019,12:21:00,PM,8,19,2019
8/19/2019 12:34,Mon,23600,?? 3?,1,1,1,,,1,,,1,,,,,1,,,,,,,,,,8/19/2019,12:34:00,PM,8,19,2019
8/19/2019 13:06,Mon,19300,??,1,1,,,,,2,,,,,,,,,,,,,,,,,8/19/2019,1:06:00,PM,8,19,2019
8/19/2019 13:24,Mon,14800,?? 1?,1,,,1,,,,1,,,,,,,,,,,,,,,,8/19/2019,1:24:00,PM,8,19,2019
8/19/2019 13:53,Mon,24300,?? 1?,1,,,1,,,1,,,,,,1,,1,,,,,,,,,8/19/2019,1:53:00,PM,8,19,2019
8/19/2019 14:16,Mon,23800,???,1,,,,,,1,,1,,,,,,1,,,1,,,,,,8/19/2019,2:16:00,PM,8,19,2019
8/19/2019 14:20,Mon,15300,?? 3?,1,,,1,,,1,,,,,,,,,,,,,,,,,8/19/2019,2:20:00,PM,8,19,2019
8/19/2019 15:14,Mon,15300,?? 3?,,1,1,,,,,,,1,,,,1,,,,,,,,,,8/19/2019,3:14:00,PM,8,19,2019
8/19/2019 15:27,Mon,21600,????,2,,,,,,2,,,,,,,,,,,,,,,,,8/19/2019,3:27:00,PM,8,19,2019
8/19/2019 15:30,Mon,18800,???,1,,,,1,,,,,,,,,,,,,1,,,,,1,8/19/2019,3:30:00,PM,8,19,2019
8/21/2019 11:02,Wed,19900,?? 3?,3,,,,1,,,,,,,,,,,,,,,,,,,8/21/2019,11:02:00,AM,8,21,2019
8/21/2019 11:04,Wed,18800,???,1,,,1,1,,,,,,,,,,1,,,,,,,,,8/21/2019,11:04:00,AM,8,21,2019
8/21/2019 11:07,Wed,15300,???,1,,,,,,,,1,,,,,,,,,,2,,,,,8/21/2019,11:07:00,AM,8,21,2019
8/21/2019 11:28,Wed,54000,????,5,3,,,1,,,,,,,,,,,,,,,,,,,8/21/2019,11:28:00,AM,8,21,2019
8/21/2019 12:13,Wed,18300,?? 2?,1,,,,,,1,,,,,,,,,,,1,1,,,,,8/21/2019,12:13:00,PM,8,21,2019
8/21/2019 12:19,Wed,16100,?? 3?,2,,,,,,,,,,,,,,1,,,,,,,,,8/21/2019,12:19:00,PM,8,21,2019
8/21/2019 12:29,Wed,19300,?? 1?,1,,,,,,,,1,,,,,,1,,1,,,,,,,8/21/2019,12:29:00,PM,8,21,2019
8/21/2019 12:51,Wed,17500,?? 3?,,1,,,1,1,,,,,,,,,,,,,,,,,1,8/21/2019,12:51:00,PM,8,21,2019
8/21/2019 13:01,Wed,15800,???,1,,,1,,,,,,,,,,,,,,,2,,,,,8/21/2019,1:01:00,PM,8,21,2019
8/21/2019 13:15,Wed,17000,?? 2?,,,,,2,,1,,1,,,,,,,,,,,,,,,8/21/2019,1:15:00,PM,8,21,2019
8/21/2019 13:26,Wed,15600,???,1,,,,,,,,,,,,,1,,,1,,1,,,,,8/21/2019,1:26:00,PM,8,21,2019
8/21/2019 13:43,Wed,21100,????,2,,,1,,,,,,,,,1,,,,,,,,,,,8/21/2019,1:43:00,PM,8,21,2019
8/21/2019 14:11,Wed,25000,?? 2?,,1,,,2,,,,1,1,,,,,,,,1,,,,,,8/21/2019,2:11:00,PM,8,21,2019
8/21/2019 14:38,Wed,23000,??,,1,,,,,,,,1,,,,,,,,1,,,1,,1,8/21/2019,2:38:00,PM,8,21,2019
8/22/2019 11:48,Thur,14800,?? 3?,1,,,,1,1,,,,,,,,,,,,,,,,,,8/22/2019,11:48:00,AM,8,22,2019
8/22/2019 12:08,Thur,23300,?? 2?,1,,,,1,,1,1,,1,,,,,,,,,,,,,,8/22/2019,12:08:00,PM,8,22,2019
8/22/2019 12:12,Thur,15800,?? 2?,1,,,,,,1,,,,,,,,1,,,,,,,,,8/22/2019,12:12:00,PM,8,22,2019
8/22/2019 12:55,Thur,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,8/22/2019,12:55:00,PM,8,22,2019
8/22/2019 13:07,Thur,26600,?? 3?,2,,,,1,,,,2,,,,,,,,,1,,,,,,8/22/2019,1:07:00,PM,8,22,2019
8/22/2019 13:49,Thur,23400,?? 1?,3,,,,,,,,2,,,,,,,,,,,,,,,8/22/2019,1:49:00,PM,8,22,2019
8/22/2019 14:17,Thur,20600,?? 2?,2,,,,,,,,,,,,,,1,,,,,,1,,,8/22/2019,2:17:00,PM,8,22,2019
8/22/2019 14:35,Thur,15800,?? 1?,1,,,,,1,1,,,,,,,,,,,,,,,,,8/22/2019,2:35:00,PM,8,22,2019
8/22/2019 15:24,Thur,26000,??,,,,,1,,1,,,,,,,,1,,,1,1,,,,,8/22/2019,3:24:00,PM,8,22,2019
8/23/2019 11:28,Fri,42200,??,4,3,,,3,,,,,,,,,,,,,,,,,,,8/23/2019,11:28:00,AM,8,23,2019
8/23/2019 11:53,Fri,57700,???,9,,,,,,,,1,,,,,,1,,,1,,,,,,8/23/2019,11:53:00,AM,8,23,2019
8/23/2019 12:42,Fri,14100,?? 2?,1,,,,1,,,,,,,,,1,,,,,,,,,,8/23/2019,12:42:00,PM,8,23,2019
8/23/2019 12:47,Fri,19800,?? 2?,1,,,1,,,,,,1,,,,,,,,1,,,,,,8/23/2019,12:47:00,PM,8,23,2019
8/23/2019 15:32,Fri,22000,?? 3?,,,,,1,,,1,1,,,,1,,,,,,,1,,,,8/23/2019,3:32:00,PM,8,23,2019
8/24/2019 11:06,Sat,16000,?? 1?,,,,,2,,,,2,,,,,,,,,,,,,,,8/24/2019,11:06:00,AM,8,24,2019
8/24/2019 11:09,Sat,20100,?? 1?,1,,,,,,,,,,,,,1,,,,1,2,,,,,8/24/2019,11:09:00,AM,8,24,2019
8/24/2019 11:13,Sat,25600,?? 2?,1,1,,,,,1,,,,,,,1,,,,,1,,1,,,8/24/2019,11:13:00,AM,8,24,2019
8/24/2019 11:14,Sat,23100,??,2,1,,,1,,1,,,,,,,,,,,,,,,,,8/24/2019,11:14:00,AM,8,24,2019
8/24/2019 11:14,Sat,17300,?? 3?,1,1,,,1,,,,1,,,,,,,,,,,,,,,8/24/2019,11:14:00,AM,8,24,2019
8/24/2019 11:18,Sat,24900,?? 3?,3,,,,1,,,,,,,,,,,,,,2,,,,,8/24/2019,11:18:00,AM,8,24,2019
8/24/2019 11:19,Sat,17300,???,1,,,,3,,,,,,,,,,,,,,,,,,,8/24/2019,11:19:00,AM,8,24,2019
8/24/2019 11:42,Sat,14300,?? 1?,1,,,1,1,,,,,,,,,,,,,,,,,,,8/24/2019,11:42:00,AM,8,24,2019
8/24/2019 11:51,Sat,15600,?? 3?,2,,,,,,,1,,,,,,,,,,,,,,,,8/24/2019,11:51:00,AM,8,24,2019
8/24/2019 11:55,Sat,20800,??,,1,,,2,1,,,,,,,,1,,,,,,,,,,8/24/2019,11:55:00,AM,8,24,2019
8/24/2019 12:28,Sat,15800,???,1,,,,,,,,,,,,,,1,,,1,,,,,,8/24/2019,12:28:00,PM,8,24,2019
8/24/2019 12:56,Sat,23300,????,1,2,,,,,,1,,1,,,,,,,,,,,,,,8/24/2019,12:56:00,PM,8,24,2019
8/24/2019 13:07,Sat,14800,?? 3?,1,1,,,,1,,,,,,,,,,,,,,,,,,8/24/2019,1:07:00,PM,8,24,2019
8/24/2019 14:13,Sat,15300,?? 2?,1,,,,,,,,,1,,,,,,,,,,,,,1,8/24/2019,2:13:00,PM,8,24,2019
8/25/2019 11:02,Sun,16400,?? 2?,3,,,,,,,,,,,,,,,,,,,,,,,8/25/2019,11:02:00,AM,8,25,2019
8/25/2019 11:04,Sun,15300,???,1,,,1,,,1,,,,,,,,,,,,,,,,,8/25/2019,11:04:00,AM,8,25,2019
8/25/2019 11:06,Sun,17300,??,1,,,,,,,,1,1,,,,,,,,,1,,,,,8/25/2019,11:06:00,AM,8,25,2019
8/25/2019 11:18,Sun,15300,??,1,1,,,,,,,,,,,,,,,,,2,,,,,8/25/2019,11:18:00,AM,8,25,2019
8/25/2019 11:53,Sun,15300,???,1,1,1,,1,,,,,,,,,,,,,,,,,,,8/25/2019,11:53:00,AM,8,25,2019
8/25/2019 12:02,Sun,15800,???,1,,,,,,1,,,,,,,,1,,,,,,,,,8/25/2019,12:02:00,PM,8,25,2019
8/25/2019 12:05,Sun,22100,?? 1?,2,,,,,,,,3,,,,,,,,,,,,,,,8/25/2019,12:05:00,PM,8,25,2019
8/25/2019 12:05,Sun,14100,?? 2?,2,,,,,,,,,,,,,,,,,,1,,,,,8/25/2019,12:05:00,PM,8,25,2019
8/25/2019 12:23,Sun,25300,?? 3?,1,,,,1,1,,,1,,,,,,,,,,1,1,,,,8/25/2019,12:23:00,PM,8,25,2019
8/25/2019 12:43,Sun,17400,????,3,,,,,,,,,,,,,,,,,,,,,,,8/25/2019,12:43:00,PM,8,25,2019
8/25/2019 12:48,Sun,15100,???,1,,,,,,1,,,,,,,1,,,,,,,,,,8/25/2019,12:48:00,PM,8,25,2019
8/25/2019 13:13,Sun,15600,???,2,,,,,,,1,,,,,,,,,,,,,,,,8/25/2019,1:13:00,PM,8,25,2019
8/26/2019 11:16,Mon,17800,?? 2?,1,,,1,,,,,,,,,,,1,,,,1,,,,,8/26/2019,11:16:00,AM,8,26,2019
8/26/2019 11:17,Mon,19900,??,3,1,,,,,,,,,,,,,,,,,,,,,,8/26/2019,11:17:00,AM,8,26,2019
8/26/2019 11:30,Mon,18000,??,,,,,1,,,1,1,,,,,,,,,,2,,,,,8/26/2019,11:30:00,AM,8,26,2019
8/26/2019 11:49,Mon,15500,??,,,,,,,2,,,,,,,,1,,,,,,,,,8/26/2019,11:49:00,AM,8,26,2019
8/26/2019 12:05,Mon,14800,??,1,,,,1,,1,,,,,,,,,,,,,,,,,8/26/2019,12:05:00,PM,8,26,2019
8/26/2019 14:25,Mon,15300,?? 2?,1,,,,,,,1,,,,,,,1,,,,,,,,,8/26/2019,2:25:00,PM,8,26,2019
8/26/2019 15:48,Mon,21600,????,2,,,,,,2,,,,,,,,,,,,,,,,,8/26/2019,3:48:00,PM,8,26,2019
8/26/2019 16:06,Mon,14000,?? 2?,,,,1,,,,2,,,,,,,,,,,,,,,,8/26/2019,4:06:00,PM,8,26,2019
8/26/2019 16:11,Mon,22800,?? 3?,1,,,,,,1,,,1,,,,,,,,1,1,,,,,8/26/2019,4:11:00,PM,8,26,2019
8/28/2019 11:19,Wed,16300,???,1,1,,,1,,,,,,,,,,,,,,1,,,,,8/28/2019,11:19:00,AM,8,28,2019
8/28/2019 11:30,Wed,34100,?? 3?,2,,,,,,2,,,,,,3,,,,,,,,,,,8/28/2019,11:30:00,AM,8,28,2019
8/28/2019 12:20,Wed,30400,???,3,,,,2,,,,2,,,,,,,,,,,,,,,8/28/2019,12:20:00,PM,8,28,2019
8/28/2019 12:24,Wed,18000,?? 3?,,,,,,,1,,,,,,1,,1,,,,1,,,,,8/28/2019,12:24:00,PM,8,28,2019
8/28/2019 12:46,Wed,18600,?? 1?,2,,,,2,,,,,,,,,,,,,,,,,,,8/28/2019,12:46:00,PM,8,28,2019
